                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                 1.6731,                 1.1431,                 1.3273,                0.50005,                0.60888,                0.53641,                0.23472,                 1.9414,                 1.4663,                 1.4876,               0.001458,               0.001458,               0.001458
                     41,                 1.6307,                 1.0822,                 1.2654,                0.48777,                0.62961,                0.53417,                0.24787,                 1.8926,                 1.4773,                 1.4631,              0.0014525,              0.0014525,              0.0014525
                     42,                 1.5428,                 1.1099,                 1.2858,                0.47273,                0.65125,                0.56579,                0.28725,                 1.8505,                 1.4509,                 1.4333,               0.001447,               0.001447,               0.001447
                     43,                 1.6136,                 1.1905,                 1.3247,                0.49154,                0.67908,                0.58763,                0.29062,                 1.8346,                 1.4502,                 1.4181,              0.0014415,              0.0014415,              0.0014415
                     44,                 1.5685,                  1.091,                 1.2794,                0.45057,                0.68125,                0.59086,                0.29361,                 1.8753,                 1.4753,                 1.4694,               0.001436,               0.001436,               0.001436
                     45,                 1.6214,                 1.1208,                  1.316,                0.50852,                0.62528,                0.60424,                 0.3066,                  1.849,                 1.4315,                 1.4698,              0.0014305,              0.0014305,              0.0014305
                     46,                 1.5131,                 1.0398,                 1.2422,                0.52868,                0.63076,                0.62647,                0.31603,                  1.811,                 1.3578,                 1.4531,               0.001425,               0.001425,               0.001425
                     47,                 1.5776,                  1.133,                 1.3151,                0.59597,                 0.5256,                0.62193,                0.31136,                 1.8369,                 1.3753,                  1.454,              0.0014195,              0.0014195,              0.0014195
                     48,                 1.5677,                 1.0603,                 1.3036,                0.59819,                0.53756,                0.59642,                 0.3072,                 1.8505,                 1.2997,                 1.4402,              0.0014139,              0.0014139,              0.0014139
                     49,                 1.5474,                 1.0292,                 1.2422,                0.58433,                0.58505,                0.57684,                0.29199,                 1.8747,                    1.3,                 1.4444,              0.0014084,              0.0014084,              0.0014084
                     50,                 1.6185,                 1.1632,                 1.3225,                0.56087,                0.69159,                0.58905,                0.28724,                 1.9038,                 1.3591,                 1.4485,              0.0014029,              0.0014029,              0.0014029
                     51,                 1.6172,                   1.12,                 1.3169,                0.62008,                0.68692,                0.62085,                0.30928,                 1.8697,                 1.3977,                 1.4293,              0.0013974,              0.0013974,              0.0013974
                     52,                 1.6007,                 1.1097,                  1.303,                0.66502,                0.68013,                 0.6361,                0.32784,                 1.8036,                 1.3899,                 1.4331,              0.0013919,              0.0013919,              0.0013919
                     53,                 1.6139,                 1.0666,                 1.2986,                0.67279,                0.66921,                 0.6859,                0.36119,                 1.7839,                 1.3753,                 1.4272,              0.0013864,              0.0013864,              0.0013864
                     54,                 1.5738,                 1.0822,                 1.3013,                0.61838,                0.71182,                0.71553,                 0.3817,                 1.7932,                 1.3347,                 1.4334,              0.0013809,              0.0013809,              0.0013809
                     55,                  1.561,                 1.0531,                 1.2869,                0.65793,                0.59589,                0.67141,                0.35755,                 1.7916,                 1.3851,                 1.4426,              0.0013754,              0.0013754,              0.0013754
                     56,                 1.5433,                  1.024,                 1.2763,                0.53929,                0.67645,                0.66982,                0.33432,                 1.7935,                 1.4952,                 1.4616,              0.0013699,              0.0013699,              0.0013699
                     57,                 1.5486,                 1.0815,                 1.3013,                0.62632,                0.65902,                0.68288,                0.33233,                 1.7844,                  1.363,                   1.45,              0.0013644,              0.0013644,              0.0013644
                     58,                 1.5135,                 1.0299,                 1.2521,                0.66597,                0.63935,                0.62276,                0.32117,                 1.7875,                 1.2467,                 1.4347,              0.0013589,              0.0013589,              0.0013589
                     59,                 1.5201,                 1.1145,                 1.2738,                0.71147,                0.58133,                0.61822,                0.30382,                 1.8327,                 1.2679,                 1.4659,              0.0013534,              0.0013534,              0.0013534
                     60,                 1.5062,                 1.0495,                 1.2586,                0.56745,                0.64458,                0.57992,                0.28593,                 1.7911,                 1.1947,                 1.4429,              0.0013479,              0.0013479,              0.0013479
                     61,                 1.5423,                 1.0592,                 1.2554,                0.58549,                0.61215,                0.57095,                0.29484,                 1.8089,                 1.2259,                 1.4565,              0.0013424,              0.0013424,              0.0013424
                     62,                 1.5074,                 1.0273,                 1.2255,                0.56569,                0.56883,                0.55533,                0.29383,                  1.897,                 1.4161,                 1.5168,              0.0013369,              0.0013369,              0.0013369
                     63,                 1.5693,                   1.06,                 1.2937,                0.57227,                0.53499,                0.50691,                0.26881,                 1.9471,                 1.6147,                 1.5107,              0.0013314,              0.0013314,              0.0013314
                     64,                 1.5009,                0.98278,                 1.2012,                0.51669,                0.56139,                0.52587,                0.28588,                 1.9301,                 1.5126,                 1.4911,              0.0013259,              0.0013259,              0.0013259
                     65,                 1.4557,                0.91995,                 1.1886,                0.63403,                  0.587,                0.62396,                0.34038,                 1.8539,                 1.3392,                 1.4592,              0.0013204,              0.0013204,              0.0013204
                     66,                 1.5204,                 0.9586,                 1.2437,                0.70807,                0.63297,                0.66809,                0.37757,                 1.7651,                 1.2042,                 1.4353,              0.0013149,              0.0013149,              0.0013149
                     67,                 1.4394,                 0.9669,                 1.2124,                0.68255,                0.65752,                0.67607,                0.39749,                 1.7211,                 1.1529,                 1.4151,              0.0013094,              0.0013094,              0.0013094
                     68,                 1.4297,                0.94639,                 1.2251,                0.66154,                0.66797,                 0.6901,                0.37469,                 1.7539,                 1.1731,                 1.4265,              0.0013039,              0.0013039,              0.0013039
                     69,                 1.4479,                 0.9711,                 1.2357,                0.65114,                0.66495,                0.67749,                0.36719,                 1.7822,                 1.1873,                 1.4364,              0.0012984,              0.0012984,              0.0012984
                     70,                 1.5133,                0.99261,                  1.246,                0.73553,                0.57185,                0.64311,                0.34797,                 1.8129,                 1.2337,                 1.4495,              0.0012929,              0.0012929,              0.0012929
                     71,                 1.4128,                0.92543,                 1.1902,                0.60522,                0.57733,                0.57027,                0.30032,                 1.8206,                 1.3346,                 1.4584,              0.0012874,              0.0012874,              0.0012874
                     72,                 1.5117,                 0.9979,                 1.2308,                0.66872,                 0.5085,                0.55014,                0.28149,                 1.7965,                 1.2758,                 1.4743,              0.0012819,              0.0012819,              0.0012819
                     73,                 1.4551,                 1.0167,                 1.2178,                0.61816,                 0.5944,                0.58165,                0.28999,                 1.7832,                 1.2203,                   1.47,              0.0012764,              0.0012764,              0.0012764
                     74,                 1.4249,                0.96988,                 1.2046,                0.57924,                0.62462,                0.59079,                0.29945,                 1.8111,                 1.2022,                 1.5005,              0.0012709,              0.0012709,              0.0012709
                     75,                  1.432,                0.96729,                 1.2139,                0.63751,                0.60535,                 0.5978,                0.31088,                 1.8129,                 1.1944,                 1.5111,              0.0012654,              0.0012654,              0.0012654
                     76,                  1.462,                0.97784,                 1.2361,                0.68839,                0.63439,                0.61038,                0.34229,                 1.8087,                 1.1797,                 1.5111,              0.0012599,              0.0012599,              0.0012599
                     77,                 1.5708,                 1.0104,                 1.2683,                0.72603,                0.57739,                0.61582,                 0.3445,                 1.8183,                 1.1511,                 1.5095,              0.0012544,              0.0012544,              0.0012544
                     78,                 1.4853,                 1.0391,                 1.2358,                0.74651,                 0.5624,                0.62614,                0.33853,                 1.8475,                 1.1493,                 1.5098,              0.0012489,              0.0012489,              0.0012489
                     79,                 1.4734,                0.93504,                 1.2166,                0.63329,                0.63855,                0.62554,                0.32803,                 1.8772,                 1.1895,                 1.4857,              0.0012434,              0.0012434,              0.0012434
                     80,                 1.4868,                0.96476,                 1.2264,                0.57492,                0.57136,                0.56981,                0.30767,                 1.8355,                 1.4025,                 1.4394,              0.0012379,              0.0012379,              0.0012379
                     81,                 1.4405,                 1.0042,                 1.2203,                0.75286,                0.47652,                0.57751,                0.29713,                 1.8611,                 1.3047,                 1.4593,              0.0012324,              0.0012324,              0.0012324
                     82,                 1.3887,                0.92088,                  1.183,                0.59343,                0.57712,                0.58739,                0.30623,                 1.8095,                 1.1805,                 1.4288,              0.0012269,              0.0012269,              0.0012269
                     83,                 1.4525,                0.98457,                 1.2489,                 0.6631,                0.58877,                0.64061,                0.34261,                 1.7705,                 1.1558,                  1.402,              0.0012214,              0.0012214,              0.0012214
                     84,                 1.3919,                0.91067,                 1.1826,                0.66771,                 0.6755,                0.69048,                0.38063,                  1.786,                 1.1252,                 1.4002,              0.0012159,              0.0012159,              0.0012159
                     85,                 1.3894,                0.89485,                 1.1874,                0.74985,                0.62013,                0.66641,                0.37302,                 1.7431,                 1.1358,                 1.3706,              0.0012104,              0.0012104,              0.0012104
                     86,                 1.4233,                0.97487,                 1.2238,                0.70527,                 0.5308,                0.61749,                0.36047,                 1.7824,                 1.2085,                 1.3736,              0.0012049,              0.0012049,              0.0012049
                     87,                 1.4346,                0.94056,                 1.2053,                0.61276,                0.61415,                0.62985,                0.36907,                 1.7846,                 1.2328,                 1.3759,              0.0011994,              0.0011994,              0.0011994
                     88,                 1.4399,                0.94469,                 1.1731,                0.59453,                0.63109,                0.66037,                0.38913,                 1.7723,                 1.2771,                 1.3904,              0.0011939,              0.0011939,              0.0011939
                     89,                   1.44,                0.93043,                  1.196,                0.65289,                0.59683,                0.66673,                0.38887,                 1.7476,                 1.2806,                 1.3857,              0.0011884,              0.0011884,              0.0011884
                     90,                 1.3729,                0.86377,                 1.1601,                0.65151,                 0.6309,                0.66648,                0.37607,                 1.7487,                 1.2254,                 1.3988,              0.0011829,              0.0011829,              0.0011829
                     91,                 1.4036,                0.89981,                 1.1901,                 0.6234,                0.65707,                0.67225,                0.38021,                 1.7582,                 1.1899,                 1.4225,              0.0011774,              0.0011774,              0.0011774
                     92,                 1.4415,                 0.9455,                 1.2069,                0.72393,                0.63495,                0.68819,                 0.3581,                  1.819,                 1.1751,                   1.46,              0.0011719,              0.0011719,              0.0011719
                     93,                 1.4381,                0.89507,                 1.1671,                0.72429,                 0.6009,                0.65318,                0.34007,                 1.8194,                 1.2091,                 1.4395,              0.0011664,              0.0011664,              0.0011664
                     94,                 1.3268,                0.91275,                 1.1265,                0.72048,                0.55156,                0.61117,                0.31599,                 1.8168,                 1.2231,                 1.4374,              0.0011609,              0.0011609,              0.0011609
                     95,                 1.3662,                0.85841,                  1.133,                0.65528,                0.52905,                0.57365,                0.28498,                 1.8301,                 1.1992,                 1.4617,              0.0011554,              0.0011554,              0.0011554
                     96,                 1.3951,                 0.9026,                 1.1799,                0.59195,                0.64006,                0.56793,                0.27017,                 1.8373,                 1.1735,                 1.5178,              0.0011499,              0.0011499,              0.0011499
                     97,                 1.3801,                 0.8605,                 1.1512,                0.51298,                0.62872,                0.55536,                 0.2611,                 1.8276,                 1.1877,                 1.5242,              0.0011444,              0.0011444,              0.0011444
                     98,                 1.4308,                 0.9022,                  1.221,                0.65988,                0.58841,                0.57727,                0.28173,                 1.8238,                 1.1736,                  1.507,              0.0011389,              0.0011389,              0.0011389
                     99,                  1.355,                0.93554,                 1.1935,                0.66217,                0.58623,                0.56963,                0.28833,                 1.7953,                 1.1734,                 1.4577,              0.0011334,              0.0011334,              0.0011334
                    100,                 1.4022,                0.93533,                 1.1966,                0.66039,                 0.5994,                0.59198,                0.28008,                 1.8302,                 1.2268,                 1.4399,              0.0011279,              0.0011279,              0.0011279
                    101,                 1.3896,                0.96972,                 1.2006,                0.63669,                0.58806,                0.59152,                0.28043,                 1.8486,                 1.2142,                 1.4579,              0.0011224,              0.0011224,              0.0011224
                    102,                 1.3463,                 0.8265,                 1.1576,                0.54194,                0.62588,                0.58205,                0.28478,                    1.8,                 1.1879,                  1.453,              0.0011169,              0.0011169,              0.0011169
                    103,                 1.3671,                0.91185,                 1.1651,                0.67466,                0.51302,                0.55791,                0.26593,                 1.8231,                  1.198,                 1.4979,              0.0011114,              0.0011114,              0.0011114
                    104,                  1.399,                0.91456,                 1.1776,                 0.5251,                0.60693,                0.48178,                0.21081,                 1.9128,                 1.2858,                 1.5598,              0.0011059,              0.0011059,              0.0011059
                    105,                 1.3493,                0.87628,                 1.1806,                0.54203,                0.55422,                0.46603,                0.21481,                 1.9197,                 1.3871,                 1.5487,              0.0011004,              0.0011004,              0.0011004
                    106,                 1.2849,                0.87599,                 1.1376,                0.59168,                0.59033,                0.50827,                0.24074,                 1.8836,                 1.4484,                 1.5162,              0.0010949,              0.0010949,              0.0010949
                    107,                 1.3326,                 0.9185,                 1.1723,                0.61733,                0.65424,                0.58028,                0.28311,                 1.8499,                 1.3648,                 1.4986,              0.0010894,              0.0010894,              0.0010894
                    108,                 1.3329,                0.86373,                  1.156,                0.61487,                0.71102,                0.62598,                0.33182,                 1.7903,                 1.2219,                 1.4801,              0.0010839,              0.0010839,              0.0010839
                    109,                 1.3238,                0.87967,                 1.1563,                0.61241,                0.65245,                0.63225,                0.32616,                 1.7924,                 1.2062,                 1.4862,              0.0010784,              0.0010784,              0.0010784
                    110,                 1.3298,                0.85608,                 1.1564,                0.59754,                0.63749,                0.63476,                0.33386,                 1.8036,                 1.2109,                 1.5006,              0.0010729,              0.0010729,              0.0010729
                    111,                 1.3491,                 0.8491,                 1.1557,                0.65704,                0.60952,                0.62336,                 0.3136,                 1.7987,                 1.2138,                 1.4947,              0.0010674,              0.0010674,              0.0010674
                    112,                 1.3304,                0.85069,                 1.1536,                0.64012,                0.61224,                0.62123,                0.31344,                  1.788,                 1.1934,                 1.4768,              0.0010619,              0.0010619,              0.0010619
                    113,                 1.3472,                0.84947,                 1.1583,                0.60835,                0.61679,                0.58013,                0.28354,                 1.8199,                 1.1922,                 1.4919,              0.0010564,              0.0010564,              0.0010564
                    114,                 1.3171,                0.85681,                 1.1504,                0.60957,                0.56166,                0.54901,                0.27134,                 1.8644,                 1.1845,                 1.5106,              0.0010509,              0.0010509,              0.0010509
                    115,                 1.3469,                0.85908,                 1.1533,                0.64718,                0.52472,                0.53596,                0.26628,                 1.8815,                  1.194,                 1.5226,              0.0010454,              0.0010454,              0.0010454
                    116,                 1.3724,                0.86017,                 1.1656,                0.65467,                0.57661,                 0.5682,                0.27847,                 1.8686,                  1.176,                 1.5174,              0.0010399,              0.0010399,              0.0010399
                    117,                  1.272,                0.79001,                 1.1009,                0.54264,                0.67399,                0.57949,                 0.2941,                 1.8391,                 1.1541,                 1.5169,              0.0010344,              0.0010344,              0.0010344
                    118,                 1.2717,                0.81344,                 1.1458,                0.62197,                0.63844,                0.58694,                 0.2935,                  1.823,                 1.1286,                 1.5201,              0.0010289,              0.0010289,              0.0010289
                    119,                 1.3047,                0.79256,                 1.1321,                0.68345,                0.58513,                0.58616,                0.30331,                 1.8121,                 1.1336,                 1.5294,              0.0010234,              0.0010234,              0.0010234
                    120,                 1.3508,                0.84354,                 1.1616,                0.72313,                0.55723,                0.61119,                0.30681,                 1.8159,                 1.1191,                 1.5317,              0.0010179,              0.0010179,              0.0010179
                    121,                 1.2708,                0.81255,                 1.1236,                0.68306,                0.59416,                0.60905,                0.30557,                  1.812,                 1.1204,                 1.5323,              0.0010124,              0.0010124,              0.0010124
                    122,                 1.2866,                0.80703,                 1.1164,                0.70607,                0.62013,                0.60279,                0.29834,                 1.8262,                 1.1426,                 1.5459,              0.0010069,              0.0010069,              0.0010069
                    123,                 1.3054,                0.81587,                 1.1401,                0.61091,                0.68684,                0.57126,                0.29763,                 1.8331,                 1.1644,                 1.5496,              0.0010014,              0.0010014,              0.0010014
                    124,                 1.2674,                0.81953,                 1.1466,                0.51186,                0.60994,                0.52165,                0.24884,                 1.9049,                  1.284,                 1.5595,             0.00099587,             0.00099587,             0.00099587
                    125,                 1.3538,                0.86352,                 1.1712,                0.52356,                0.63182,                0.50033,                0.24229,                 1.9466,                 1.3398,                 1.5685,             0.00099036,             0.00099036,             0.00099036
                    126,                  1.246,                0.81103,                 1.1125,                0.53781,                0.51254,                0.48234,                0.22361,                  1.995,                 1.3643,                   1.58,             0.00098486,             0.00098486,             0.00098486
                    127,                 1.3215,                0.86274,                 1.1637,                0.47716,                0.57618,                0.47574,                0.22386,                 1.9655,                 1.3513,                 1.5398,             0.00097936,             0.00097936,             0.00097936
                    128,                 1.3218,                0.86218,                 1.1511,                0.61648,                0.53995,                0.49997,                0.24368,                 1.9775,                 1.3186,                 1.4986,             0.00097386,             0.00097386,             0.00097386
                    129,                 1.2858,                0.85575,                 1.1436,                0.64957,                0.55396,                0.53228,                 0.2557,                 1.9323,                 1.2616,                 1.4765,             0.00096836,             0.00096836,             0.00096836
                    130,                 1.2661,                0.78391,                 1.1295,                0.63952,                 0.5927,                0.56527,                0.26613,                 1.8777,                 1.2132,                 1.4775,             0.00096286,             0.00096286,             0.00096286
                    131,                 1.2644,                 0.7816,                 1.1372,                0.60382,                0.59359,                 0.5675,                 0.2652,                 1.8394,                 1.1734,                 1.4945,             0.00095736,             0.00095736,             0.00095736
                    132,                 1.2845,                0.85352,                 1.1517,                0.65122,                0.56281,                0.55634,                0.26914,                 1.8717,                 1.1387,                 1.5419,             0.00095186,             0.00095186,             0.00095186
                    133,                   1.28,                0.83284,                 1.1609,                0.64204,                0.58655,                0.56132,                0.27184,                 1.8625,                 1.1372,                 1.5089,             0.00094636,             0.00094636,             0.00094636
                    134,                 1.2472,                0.79439,                 1.1194,                0.53718,                0.64458,                 0.5472,                0.26243,                 1.8729,                 1.1825,                  1.486,             0.00094085,             0.00094085,             0.00094085
                    135,                 1.2792,                0.89171,                 1.1562,                0.59752,                0.57636,                 0.5266,                0.24435,                 1.8694,                 1.2328,                  1.462,             0.00093535,             0.00093535,             0.00093535
                    136,                 1.2806,                0.82431,                  1.122,                0.59125,                0.55522,                0.52564,                0.24417,                 1.8841,                 1.1931,                 1.5114,             0.00092985,             0.00092985,             0.00092985
                    137,                 1.3324,                0.83887,                 1.1585,                0.54891,                0.60556,                0.52197,                0.24966,                 1.8699,                 1.1643,                 1.5158,             0.00092435,             0.00092435,             0.00092435
                    138,                 1.2472,                0.78836,                 1.1425,                0.54625,                0.64433,                0.52678,                0.25985,                 1.8455,                 1.1689,                  1.516,             0.00091885,             0.00091885,             0.00091885
                    139,                 1.2662,                0.77802,                 1.1272,                0.62358,                 0.5613,                0.54062,                0.26902,                 1.8218,                 1.1867,                 1.5218,             0.00091335,             0.00091335,             0.00091335
                    140,                 1.2561,                0.80458,                 1.1259,                0.60171,                0.60077,                 0.5757,                0.29065,                 1.8054,                 1.1694,                 1.5331,             0.00090785,             0.00090785,             0.00090785
                    141,                 1.2762,                0.79696,                 1.1555,                0.62389,                0.59302,                0.56888,                0.30001,                 1.8057,                 1.1739,                 1.5075,             0.00090235,             0.00090235,             0.00090235
                    142,                 1.3015,                0.82598,                 1.1481,                0.57182,                0.68799,                 0.6005,                  0.317,                 1.8147,                 1.1765,                 1.4889,             0.00089685,             0.00089685,             0.00089685
                    143,                 1.2978,                0.85007,                 1.1311,                0.66714,                0.59451,                0.60744,                0.30971,                 1.8402,                  1.148,                  1.495,             0.00089134,             0.00089134,             0.00089134
                    144,                 1.2414,                0.77027,                 1.0808,                0.60504,                0.65627,                0.61058,                0.31297,                 1.8578,                 1.1186,                  1.529,             0.00088584,             0.00088584,             0.00088584
                    145,                 1.2716,                0.79016,                 1.1348,                0.59007,                0.66408,                0.60126,                0.30277,                 1.8673,                 1.1309,                 1.5377,             0.00088034,             0.00088034,             0.00088034
                    146,                 1.2391,                0.75121,                 1.1114,                0.57715,                0.61968,                0.59212,                0.29511,                 1.8668,                 1.1408,                 1.5309,             0.00087484,             0.00087484,             0.00087484
                    147,                 1.2766,                0.80301,                 1.1413,                0.56643,                0.57672,                0.57565,                0.28177,                 1.8651,                 1.1592,                 1.5294,             0.00086934,             0.00086934,             0.00086934
                    148,                 1.2578,                0.78124,                 1.1381,                0.65172,                0.52206,                0.54007,                0.26445,                 1.8791,                 1.1954,                 1.5718,             0.00086384,             0.00086384,             0.00086384
                    149,                  1.264,                0.76864,                 1.0935,                0.68347,                0.55413,                 0.5506,                0.26326,                 1.9154,                 1.2131,                 1.6107,             0.00085834,             0.00085834,             0.00085834
                    150,                 1.1938,                0.76418,                  1.102,                0.67058,                0.53189,                0.53322,                0.25619,                 1.9272,                 1.2142,                 1.6191,             0.00085284,             0.00085284,             0.00085284
                    151,                 1.2179,                0.73852,                 1.0874,                0.61128,                0.53938,                0.53523,                0.25456,                 1.9002,                 1.2152,                  1.598,             0.00084734,             0.00084734,             0.00084734
                    152,                 1.2481,                0.80319,                 1.1337,                0.58108,                0.63586,                0.56722,                0.29107,                 1.8456,                 1.1556,                 1.5305,             0.00084184,             0.00084184,             0.00084184
