                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.2643,                0.96812,                  1.117,                 0.6006,                0.61184,                0.62885,                0.43266,                  1.136,                0.96427,                 1.0904,              0.0011593,              0.0011593,              0.0011593
                     25,                 1.2511,                 0.9499,                 1.1131,                0.64465,                0.58349,                0.62688,                0.41669,                  1.161,                0.96396,                 1.1055,              0.0011551,              0.0011551,              0.0011551
                     26,                 1.2405,                0.94997,                 1.1101,                0.63481,                0.64271,                0.66368,                0.45753,                 1.1321,                0.92328,                 1.0802,               0.001151,               0.001151,               0.001151
                     27,                 1.2358,                0.93825,                 1.1053,                0.70046,                 0.6199,                0.69977,                0.47628,                 1.1229,                 0.9138,                 1.0887,              0.0011469,              0.0011469,              0.0011469
                     28,                 1.2207,                0.93614,                 1.0983,                0.69818,                 0.6457,                0.71552,                 0.4903,                 1.1204,                 0.8639,                 1.0834,              0.0011428,              0.0011428,              0.0011428
                     29,                 1.2273,                0.91908,                 1.1001,                0.67895,                0.66163,                0.70633,                0.47302,                 1.1241,                0.86333,                 1.0848,              0.0011386,              0.0011386,              0.0011386
                     30,                 1.2257,                0.91379,                 1.0987,                0.67832,                0.62744,                 0.6824,                0.47073,                 1.1306,                0.86925,                 1.0804,              0.0011345,              0.0011345,              0.0011345
                     31,                 1.2206,                0.89982,                 1.0953,                0.67902,                  0.671,                 0.7113,                0.49076,                 1.1064,                  0.855,                 1.0711,              0.0011304,              0.0011304,              0.0011304
                     32,                 1.2012,                0.89703,                 1.0875,                0.74247,                0.67769,                0.74971,                0.53092,                 1.0748,                0.79606,                 1.0575,              0.0011263,              0.0011263,              0.0011263
                     33,                 1.2026,                0.87878,                 1.0893,                0.69492,                0.68125,                 0.7308,                0.50379,                 1.0976,                0.78797,                 1.0623,              0.0011221,              0.0011221,              0.0011221
                     34,                 1.2004,                0.86563,                 1.0851,                0.71595,                0.71154,                0.77072,                0.53981,                 1.0826,                0.79041,                 1.0613,               0.001118,               0.001118,               0.001118
                     35,                 1.1989,                 0.8619,                 1.0868,                0.70257,                0.70183,                0.76525,                0.53934,                 1.0919,                  0.763,                 1.0655,              0.0011139,              0.0011139,              0.0011139
                     36,                 1.1877,                0.85867,                 1.0862,                0.73886,                0.70731,                0.78281,                0.54506,                 1.0719,                 0.7704,                 1.0555,              0.0011098,              0.0011098,              0.0011098
                     37,                 1.1858,                0.84685,                 1.0771,                0.74034,                0.71096,                0.76221,                0.53124,                 1.0871,                0.79133,                 1.0617,              0.0011056,              0.0011056,              0.0011056
                     38,                 1.1853,                0.83685,                 1.0774,                0.74285,                0.68681,                0.76887,                0.53989,                  1.071,                0.77086,                 1.0558,              0.0011015,              0.0011015,              0.0011015
                     39,                 1.1748,                0.83615,                 1.0741,                0.77046,                0.70925,                0.78949,                0.55093,                 1.0655,                0.75455,                 1.0582,              0.0010974,              0.0010974,              0.0010974
                     40,                 1.1555,                 0.8082,                 1.0668,                0.76899,                0.72348,                0.79347,                0.56257,                 1.0595,                0.74776,                 1.0476,              0.0010933,              0.0010933,              0.0010933
                     41,                 1.1642,                0.81147,                 1.0713,                0.78562,                0.70755,                0.78527,                0.55675,                 1.0611,                 0.7393,                  1.048,              0.0010891,              0.0010891,              0.0010891
                     42,                 1.1666,                0.81385,                 1.0732,                0.75337,                0.71491,                0.78828,                0.55164,                 1.0829,                0.78109,                 1.0612,               0.001085,               0.001085,               0.001085
                     43,                 1.1598,                0.80289,                 1.0641,                0.76071,                0.72941,                0.79035,                0.56239,                  1.052,                0.71948,                 1.0485,              0.0010809,              0.0010809,              0.0010809
                     44,                 1.1363,                0.78276,                 1.0602,                0.80008,                0.75008,                0.82484,                  0.584,                 1.0457,                0.71394,                 1.0475,              0.0010768,              0.0010768,              0.0010768
                     45,                 1.1404,                0.78816,                  1.057,                0.80141,                0.72946,                0.80915,                0.57917,                 1.0324,                0.71506,                 1.0324,              0.0010726,              0.0010726,              0.0010726
                     46,                 1.1432,                0.79727,                 1.0613,                 0.7891,                0.77207,                0.83805,                0.60145,                 1.0347,                0.68191,                 1.0306,              0.0010685,              0.0010685,              0.0010685
                     47,                  1.145,                0.77952,                 1.0538,                0.83847,                0.75078,                  0.847,                0.59977,                 1.0498,                 0.6727,                 1.0421,              0.0010644,              0.0010644,              0.0010644
                     48,                 1.1421,                0.77731,                 1.0539,                0.82468,                0.76739,                0.84304,                0.61148,                 1.0171,                0.66609,                 1.0277,              0.0010644,              0.0010644,              0.0010644
                     49,                 1.1336,                0.76678,                 1.0532,                0.82563,                0.77604,                0.85339,                0.62392,                 1.0122,                0.64846,                 1.0256,              0.0010561,              0.0010561,              0.0010561
                     50,                 1.1192,                0.76564,                 1.0461,                0.82288,                0.76075,                0.84473,                0.61425,                   1.01,                0.67193,                 1.0264,               0.001052,               0.001052,               0.001052
                     51,                 1.1225,                0.74787,                 1.0426,                 0.7984,                 0.7328,                  0.836,                0.60019,                 1.0204,                0.68499,                 1.0259,              0.0010479,              0.0010479,              0.0010479
                     52,                 1.1163,                 0.7467,                 1.0452,                0.84727,                0.78882,                0.87293,                0.63147,                 1.0175,                0.65518,                 1.0258,              0.0010438,              0.0010438,              0.0010438
